VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-06-01 08:03:40,2016-06-01 08:15:37,1,1.34,-73.9884567261,40.7458686829,1,N,-74.0056686401,40.7450294495,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,2016-06-01 08:03:40,2016-06-01 08:52:14,1,9.51,-73.8634338379,40.7699775696,1,N,-73.9928207397,40.7547111511,1,36.0,0.0,0.5,8.47,5.54,0.3,50.81
2,2016-06-01 08:00:24,2016-06-01 08:06:56,1,0.79,-73.9897155762,40.7673568726,1,N,-73.977432251,40.7645988464,1,6.0,0.0,0.5,2.0,0.0,0.3,8.8
2,2016-06-01 08:00:24,2016-06-01 08:15:40,6,2.59,-74.0007553101,40.7421417236,1,N,-73.9728088379,40.7643508911,1,12.5,0.0,0.5,1.0,0.0,0.3,14.3
2,2016-06-01 08:00:24,2016-06-01 08:03:45,6,0.5,-74.0018005371,40.7158966064,1,N,-74.0018005371,40.7158966064,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
2,2016-06-01 08:00:24,2016-06-01 08:19:32,1,3.22,-73.9893341064,40.7681274414,1,N,-73.9571685791,40.8018836975,1,14.5,0.0,0.5,3.82,0.0,0.3,19.12
1,2016-06-01 08:00:25,2016-06-01 08:03:56,1,0.6,-73.9973373413,40.6842308044,1,N,-73.9931793213,40.6927490234,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,2016-06-01 08:00:25,2016-06-01 08:07:23,1,1.0,-73.967086792,40.7611236572,1,N,-73.9580154419,40.7734375,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
1,2016-06-01 08:00:25,2016-06-01 08:13:24,1,1.8,-73.9677810669,40.7695846558,1,N,-73.9688720703,40.7702903748,1,10.0,0.0,0.5,2.25,0.0,0.3,13.05
2,2016-06-01 08:00:25,2016-06-01 08:04:14,1,0.73,-73.9770584106,40.7649765015,1,N,-73.9788513184,40.7722511292,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-06-01 08:00:25,2016-06-01 08:05:18,4,0.64,-74.0019226074,40.7508087158,1,N,-73.9961776733,40.7588005066,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-06-01 08:00:25,2016-06-01 08:12:46,1,1.57,-73.9578704834,40.7820205688,1,N,-73.9580078125,40.7653388977,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
1,2016-06-01 08:00:26,2016-06-01 08:20:26,1,7.3,-73.9579162598,40.765247345,1,N,-73.9866638184,40.7039108276,1,23.5,0.0,0.5,2.5,0.0,0.3,26.8
1,2016-06-01 08:00:26,2016-06-01 08:09:18,1,1.1,0.0,0.0,1,N,0.0,0.0,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
1,2016-06-01 08:00:26,2016-06-01 08:16:36,2,2.5,-73.9460830688,40.7733306885,1,N,-73.9788284302,40.7610931396,1,13.0,0.0,0.5,1.0,0.0,0.3,14.8
2,2016-06-01 08:00:26,2016-06-01 08:09:10,1,1.23,-73.9555282593,40.773651123,1,N,-73.9661026001,40.7583694458,1,7.5,0.0,0.5,2.08,0.0,0.3,10.38
1,2016-06-01 08:00:27,2016-06-01 08:09:52,1,1.6,-73.9520111084,40.7989463806,1,N,-73.9509963989,40.8183364868,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2016-06-01 08:00:27,2016-06-01 08:13:14,1,1.66,-73.9453887939,40.7866592407,1,N,-73.9713821411,40.7944602966,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-06-01 08:00:27,2016-06-01 08:13:25,2,1.91,-73.9543609619,40.7824401855,1,N,-73.9716796875,40.7580604553,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2016-06-01 08:00:27,2016-06-01 08:03:56,6,0.59,-73.9830856323,40.7663612366,1,N,-73.980682373,40.7604560852,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2,2016-06-01 08:00:27,2016-06-01 08:08:25,1,0.89,-73.9789657593,40.7405166626,1,N,-73.9897155762,40.7351493835,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12
2,2016-06-01 08:00:27,2016-06-01 08:03:18,1,0.41,-73.967918396,40.7696609497,1,N,-73.9634933472,40.7743415833,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2016-06-01 08:00:27,2016-06-01 08:05:43,1,0.94,-73.9880218506,40.7346763611,1,N,-73.9816970825,40.7438201904,1,6.0,0.0,0.5,2.04,0.0,0.3,8.84
2,2016-06-01 08:00:27,2016-06-01 08:06:26,1,0.43,-73.9661636353,40.7647018433,1,N,-73.9613113403,40.7619171143,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-06-01 08:00:27,2016-06-01 08:12:56,1,1.92,-73.9830474854,40.7507400513,1,N,-73.9818115234,40.7328491211,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
2,2016-06-01 08:00:27,2016-06-01 08:07:55,1,1.15,-73.9926986694,40.7303619385,1,N,-73.9837265015,40.7435874939,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
1,2016-06-01 08:00:28,2016-06-01 08:08:31,1,1.4,-73.9847946167,40.7361831665,1,N,-74.0004043579,40.7213134766,1,7.5,0.0,0.5,1.5,0.0,0.3,9.8
1,2016-06-01 08:00:28,2016-06-01 08:06:15,1,0.4,-73.9924697876,40.7244148254,1,N,-73.9908828735,40.7296714783,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
1,2016-06-01 08:00:28,2016-06-01 08:32:48,1,3.6,-73.9486846924,40.7847061157,1,N,-73.9838104248,40.7434120178,1,21.0,0.0,0.5,2.5,0.0,0.3,24.3
1,2016-06-01 08:00:28,2016-06-01 08:12:23,1,1.8,-73.9915313721,40.7441825867,1,N,-73.971206665,40.7552070618,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
1,2016-06-01 08:00:28,2016-06-01 08:11:55,1,1.5,-73.9598846436,40.7985305786,1,N,-73.9391021729,40.8047065735,1,9.0,0.0,0.5,1.5,0.0,0.3,11.3
2,2016-06-01 08:00:28,2016-06-01 08:03:45,5,0.63,-73.9501495361,40.7927589417,1,N,-73.9517440796,40.7985305786,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-06-01 08:00:28,2016-06-01 08:29:36,1,3.33,-73.9924087524,40.7243881226,1,N,-73.9760055542,40.7635726929,1,19.5,0.0,0.5,1.0,0.0,0.3,21.3
2,2016-06-01 08:00:28,2016-06-01 08:13:59,1,1.49,-73.9940338135,40.7512283325,1,N,-73.9755783081,40.7551383972,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
1,2016-06-01 08:00:29,2016-06-01 08:10:44,1,1.1,-73.9736175537,40.7479858398,1,N,-73.9858703613,40.7413063049,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2016-06-01 08:00:29,2016-06-01 08:27:12,1,3.3,-73.9494934082,40.7812690735,1,N,-73.9817123413,40.7445335388,1,18.0,0.0,0.5,3.75,0.0,0.3,22.55
2,2016-06-01 08:00:29,2016-06-01 08:07:56,1,0.96,-73.9623031616,40.7731628418,1,N,-73.9539642334,40.7851066589,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-06-01 08:00:29,2016-06-01 08:11:00,1,1.93,-73.9913864136,40.7384109497,1,N,-73.9721832275,40.7591590881,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2016-06-01 08:00:30,2016-06-01 08:12:01,1,2.1,-73.9914016724,40.7501754761,1,N,-73.9803237915,40.7729377747,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
1,2016-06-01 08:00:30,2016-06-01 08:13:00,1,1.7,-73.9886627197,40.7641410828,1,N,-74.0057296753,40.7435417175,1,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2016-06-01 08:03:40,2016-06-01 08:05:52,6,0.33,-73.9903564453,40.756401062,1,N,-73.9859924316,40.7625694275,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2016-06-01 08:03:40,2016-06-01 08:31:41,1,3.08,-73.9510421753,40.7716712952,1,N,-73.9847335815,40.7540206909,1,18.5,0.0,0.5,3.86,0.0,0.3,23.16
2,2016-06-01 08:03:40,2016-06-01 08:14:01,2,0.96,-73.986946106,40.7566833496,1,N,-74.0027770996,40.7605934143,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
1,2016-06-01 08:03:41,2016-06-01 08:27:21,2,1.9,-73.9603500366,40.7789268494,1,N,-73.9593048096,40.7624168396,1,15.0,0.0,0.5,3.5,0.0,0.3,19.3
1,2016-06-01 08:03:41,2016-06-01 08:09:58,1,0.8,-73.9991378784,40.7393531799,1,N,-73.9869232178,40.7338142395,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
1,2016-06-01 08:03:41,2016-06-01 08:39:39,1,6.7,-73.954788208,40.773815155,1,N,-73.8651885986,40.7352409363,1,28.5,0.0,0.5,0.0,0.0,0.3,29.3
1,2016-06-01 08:03:41,2016-06-01 08:22:47,1,2.7,-73.9918289185,40.7548522949,1,N,-74.00756073,40.7251548767,1,14.0,0.0,0.5,0.0,0.0,0.3,14.8
2,2016-06-01 08:03:41,2016-06-01 08:13:26,1,1.03,-73.9820480347,40.7632484436,1,N,-73.9917831421,40.7496795654,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-06-01 08:03:41,2016-06-01 08:08:59,6,0.84,-73.998664856,40.68932724,1,N,-73.9932022095,40.7006187439,1,5.5,0.0,0.5,1.58,0.0,0.3,7.88
1,2016-06-01 08:03:42,2016-06-01 08:14:01,1,1.2,-74.0056381226,40.7367591858,1,N,-73.9982223511,40.7228279114,1,8.0,0.0,0.5,1.2,0.0,0.3,10.0
1,2016-06-01 08:03:42,2016-06-01 08:21:03,1,2.6,-73.9561004639,40.787563324,1,N,-73.9814300537,40.7580871582,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
1,2016-06-01 08:03:42,2016-06-01 08:22:40,1,2.1,-73.9754638672,40.7452163696,1,N,-73.9543838501,40.7638168335,1,13.0,0.0,0.5,1.4,0.0,0.3,15.2
1,2016-06-01 08:03:42,2016-06-01 08:08:12,1,0.0,-73.9731521606,40.7535324097,1,N,-73.9813995361,40.7577514648,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89
2,2016-06-01 08:03:42,2016-06-01 08:12:23,1,1.45,-73.9890670776,40.7366104126,1,N,-73.9834289551,40.7221069336,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
1,2016-06-01 08:03:43,2016-06-01 08:16:12,2,2.8,-74.0069198608,40.7301902771,1,N,-74.0080490112,40.7046546936,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35
1,2016-06-01 08:03:43,2016-06-01 08:13:33,1,0.8,-73.9631347656,40.7750282288,1,N,-73.9623718262,40.7672576904,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,2016-06-01 08:03:43,2016-06-01 08:06:07,1,0.4,0.0,0.0,1,N,0.0,0.0,1,3.5,0.0,0.5,0.85,0.0,0.3,5.15
2,2016-06-01 08:03:43,2016-06-01 08:05:55,1,0.38,-73.9634170532,40.7658500671,1,N,-73.9597320557,40.7709312439,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2016-06-01 08:03:43,2016-06-01 08:15:15,5,1.36,-73.9907684326,40.7560882568,1,N,-73.9725494385,40.7597999573,1,9.0,0.0,0.5,2.1,0.0,0.3,11.9
2,2016-06-01 08:03:44,2016-06-01 08:26:11,1,3.9,-74.0084991455,40.7209815979,1,N,-73.9766998291,40.7658081055,1,17.0,0.0,0.5,2.14,0.0,0.3,19.94
1,2016-06-01 08:03:45,2016-06-01 08:17:08,1,2.2,-74.0047836304,40.7373847961,1,N,-73.9776992798,40.7514152527,1,11.5,0.0,0.5,1.0,0.0,0.3,13.3
1,2016-06-01 08:03:45,2016-06-01 08:08:37,1,0.4,-73.9717254639,40.7504005432,1,N,-73.970199585,40.7460632324,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
1,2016-06-01 08:03:45,2016-06-01 08:25:34,1,2.1,-73.9653701782,40.755191803,1,N,-73.9463882446,40.7806968689,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
1,2016-06-01 08:03:45,2016-06-01 08:07:39,3,1.0,-74.0088195801,40.7189559937,1,N,-74.0075073242,40.7333183289,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
2,2016-06-01 08:03:45,2016-06-01 08:11:01,2,0.85,-73.9721679688,40.7966804504,1,N,-73.9712677002,40.7877502441,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-06-01 08:03:45,2016-06-01 08:09:46,1,0.89,-73.9818496704,40.7573204041,1,N,-73.9710464478,40.7612609863,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2016-06-01 08:03:46,2016-06-01 08:45:38,1,11.7,-73.8708190918,40.7736854553,1,N,-73.9777908325,40.75207901,1,38.0,0.0,0.5,7.0,5.54,0.3,51.34
1,2016-06-01 08:03:46,2016-06-01 08:21:44,1,1.6,-73.9598770142,40.7766647339,1,N,-73.9582824707,40.7819366455,1,12.0,0.0,0.5,3.8,0.0,0.3,16.6
1,2016-06-01 08:03:46,2016-06-01 08:17:30,2,1.8,-73.9933166504,40.7472572327,1,N,-74.0079193115,40.7281341553,1,10.5,0.0,0.5,1.7,0.0,0.3,13.0
1,2016-06-01 08:03:46,2016-06-01 08:25:47,1,2.5,-73.9581069946,40.7693824768,1,N,-73.9832000732,40.7437782288,1,14.5,0.0,0.5,1.0,0.0,0.3,16.3
1,2016-06-01 08:03:46,2016-06-01 08:21:53,1,2.3,-73.9729385376,40.7445755005,1,N,-73.9604568481,40.7723197937,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
2,2016-06-01 08:03:46,2016-06-01 08:23:25,1,2.95,-73.98097229,40.7448158264,1,N,-74.0098419189,40.7200775146,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36
2,2016-06-01 08:03:46,2016-06-01 08:13:38,2,1.48,-73.9750900269,40.7417755127,1,N,-73.9607162476,40.758430481,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-06-01 08:03:46,2016-06-01 08:07:34,1,0.71,-73.9982070923,40.7452392578,1,N,-73.9874191284,40.7418212891,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,2016-06-01 08:03:47,2016-06-01 08:24:59,1,7.0,-73.9594955444,40.7631797791,1,N,-74.0136413574,40.71326828,1,24.5,0.0,0.5,2.0,0.0,0.3,27.3
1,2016-06-01 08:03:47,2016-06-01 08:10:12,1,1.0,-73.982460022,40.745765686,1,N,-73.9913787842,40.7325210571,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
1,2016-06-01 08:03:47,2016-06-01 08:28:09,1,2.7,-73.9972457886,40.722202301,1,N,-73.9710998535,40.7481040955,1,16.5,0.0,0.5,2.0,0.0,0.3,19.3
2,2016-06-01 08:03:47,2016-06-01 08:11:23,2,1.18,-73.9581832886,40.7789726257,1,N,-73.9689407349,40.7644500732,1,7.0,0.0,0.5,0.78,0.0,0.3,8.58
1,2016-06-01 08:00:30,2016-06-01 08:03:40,1,0.5,-73.9652709961,40.7721138,1,N,-73.960357666,40.7787513733,1,4.0,0.0,0.5,1.0,0.0,0.3,5.8
2,2016-06-01 08:00:30,2016-06-01 08:05:10,1,1.21,-73.9529876709,40.7867507935,1,N,-73.9683837891,40.7868995667,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
2,2016-06-01 08:00:30,2016-06-01 08:10:05,5,1.37,-73.9854660034,40.73853302,1,N,-73.975440979,40.7549934387,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0
2,2016-06-01 08:00:30,2016-06-01 08:15:26,1,1.22,-73.9532470703,40.7913894653,1,N,-73.954826355,40.7776184082,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2016-06-01 08:00:30,2016-06-01 08:06:46,1,0.71,-73.9704666138,40.7592811584,1,N,-73.9767227173,40.7507095337,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
2,2016-06-01 08:00:30,2016-06-01 08:19:53,1,3.99,-74.0119781494,40.7053756714,1,N,-73.9747009277,40.7360610962,1,15.5,0.0,0.5,4.08,0.0,0.3,20.38
2,2016-06-01 08:00:30,2016-06-01 08:11:26,1,1.55,-74.0144500732,40.7179412842,1,N,-74.0121002197,40.71900177,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
1,2016-06-01 08:00:31,2016-06-01 08:11:12,1,1.3,-73.9644012451,40.7735481262,1,N,-73.9731292725,40.7586555481,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15
2,2016-06-01 08:00:31,2016-06-01 08:17:47,1,1.55,-73.9664154053,40.7575531006,1,N,-73.9592590332,40.7716217041,1,11.5,0.0,0.5,1.0,0.0,0.3,13.3
2,2016-06-01 08:00:31,2016-06-01 08:17:39,1,3.07,-73.9933929443,40.7421875,1,N,-73.9633407593,40.7751464844,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
2,2016-06-01 08:00:31,2016-06-01 08:27:22,1,3.97,-73.924118042,40.7440490723,1,N,-73.9307098389,40.7553215027,1,19.5,0.0,0.5,6.09,0.0,0.3,26.39
2,2016-06-01 08:00:31,2016-06-01 08:15:43,1,2.15,-73.9845504761,40.7694396973,1,N,-73.9591293335,40.7674217224,1,11.5,0.0,0.5,1.84,0.0,0.3,14.14
2,2016-06-01 08:00:31,2016-06-01 08:03:10,4,0.22,-73.9627914429,40.7667007446,1,N,-73.9643936157,40.7687301636,1,3.5,0.0,0.5,0.0,0.0,0.3,4.3
1,2016-06-01 08:00:32,2016-06-01 08:14:19,1,1.6,-73.9621582031,40.7678108215,1,N,-73.9833068848,40.761505127,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55
1,2016-06-01 08:00:32,2016-06-01 08:07:02,1,0.9,-73.9625473022,40.7728538513,1,N,-73.9540710449,40.7845497131,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2016-06-01 08:00:32,2016-06-01 08:07:23,1,0.63,-73.974647522,40.7573509216,1,N,-73.9841156006,40.7576980591,1,6.0,0.0,0.5,1.02,0.0,0.3,7.82
2,2016-06-01 08:00:32,2016-06-01 08:11:39,1,1.44,-73.961730957,40.7720413208,1,N,-73.9750976562,40.7553596497,1,9.0,0.0,0.5,1.2,0.0,0.3,11.0
2,2016-06-01 08:00:32,2016-06-01 08:07:03,5,0.59,-73.9619979858,40.7679100037,1,N,-73.9615097046,40.7741584778,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-06-01 08:00:32,2016-06-01 08:15:46,1,2.71,-73.9995880127,40.7334785461,1,N,-73.9735870361,40.7573509216,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,2016-06-01 08:00:32,2016-06-01 08:17:54,1,2.27,-73.9557266235,40.7829399109,1,N,-73.9763031006,40.7552909851,1,12.5,0.0,0.5,1.2,0.0,0.3,14.5
2,2016-06-01 08:00:32,2016-06-01 08:16:17,6,2.26,-73.9901657104,40.7565765381,1,N,-73.9641647339,40.7696533203,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
2,2016-06-01 08:00:32,2016-06-01 08:04:45,2,0.56,-73.9751586914,40.755405426,1,N,-73.9723510742,40.7628860474,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
2,2016-06-01 08:00:32,2016-06-01 08:09:45,1,1.02,-73.9912261963,40.7552108765,1,N,-73.9789581299,40.7624893188,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
1,2016-06-01 08:00:33,2016-06-01 08:06:15,2,1.3,-73.9346237183,40.801612854,1,N,-73.9524383545,40.7985496521,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
1,2016-06-01 08:00:33,2016-06-01 08:41:26,1,15.5,-73.8718490601,40.7741127014,1,Y,-74.0150604248,40.7114105225,1,43.5,0.0,0.5,5.0,5.54,0.3,54.84
2,2016-06-01 08:00:33,2016-06-01 08:07:33,1,1.34,-73.9804229736,40.7706565857,1,N,-73.9912490845,40.7579116821,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,2016-06-01 08:00:34,2016-06-01 08:13:57,1,1.1,-73.9642715454,40.7707214355,1,N,-73.9553756714,40.7856788635,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
1,2016-06-01 08:00:34,2016-06-01 08:08:31,1,0.9,-73.9491729736,40.8129615784,1,N,-73.957359314,40.8192863464,1,6.5,0.0,0.5,4.0,0.0,0.3,11.3
1,2016-06-01 08:00:34,2016-06-01 08:12:56,1,0.6,-73.9631729126,40.7582588196,1,N,-73.9743423462,40.7609367371,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15
2,2016-06-01 08:00:34,2016-06-01 08:05:20,1,0.84,-73.9554824829,40.7826881409,1,N,-73.9630432129,40.7752189636,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-06-01 08:00:34,2016-06-01 08:15:01,3,1.66,-73.9686965942,40.7614707947,1,N,-73.9900360107,40.7564735413,1,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2016-06-01 08:00:34,2016-06-01 08:08:00,1,1.06,-73.9818496704,40.7434272766,1,N,-73.975440979,40.7558555603,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8
2,2016-06-01 08:00:34,2016-06-01 08:15:48,1,2.23,-73.9754333496,40.782081604,1,N,-73.9881668091,40.7543716431,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
2,2016-06-01 08:00:34,2016-06-01 08:14:02,2,1.58,-73.9613571167,40.7770690918,1,N,-73.9689712524,40.7587203979,1,10.0,0.0,0.5,1.9,0.0,0.3,12.7
2,2016-06-01 08:00:34,2016-06-01 08:31:09,1,6.7,-73.8636016846,40.7696113586,1,N,-73.9392089844,40.8052177429,1,24.5,0.0,0.5,6.17,5.54,0.3,37.01
1,2016-06-01 08:00:35,2016-06-01 08:08:45,1,0.9,-73.9651412964,40.7635498047,1,N,-73.9541320801,40.770450592,1,6.5,0.0,0.5,1.7,0.0,0.3,9.0
1,2016-06-01 08:00:35,2016-06-01 08:09:57,1,1.0,-73.993309021,40.7432479858,1,N,-73.9769744873,40.7389907837,1,7.5,0.0,0.5,3.5,0.0,0.3,11.8
1,2016-06-01 08:00:35,2016-06-01 08:11:27,1,1.7,-73.9818496704,40.7780838013,1,N,-73.9741363525,40.7616233826,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75
2,2016-06-01 08:00:35,2016-06-01 08:09:36,1,1.37,-74.005569458,40.7179603577,1,N,-74.0084686279,40.7327003479,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
1,2016-06-01 08:00:36,2016-06-01 08:25:03,3,2.9,-74.0165252686,40.7159843445,1,N,-73.9864883423,40.7343215942,1,17.0,0.0,0.5,4.45,0.0,0.3,22.25
1,2016-06-01 08:00:36,2016-06-01 08:11:12,1,1.2,-73.9912109375,40.7549476624,1,N,-73.975769043,40.7637290955,1,8.5,0.0,0.5,2.3,0.0,0.3,11.6
2,2016-06-01 08:00:36,2016-06-01 08:29:10,6,3.64,-74.0006256104,40.747341156,1,N,-73.9576034546,40.7667884827,1,19.0,0.0,0.5,0.0,0.0,0.3,19.8
2,2016-06-01 08:00:36,2016-06-01 08:15:33,2,5.61,-73.7767028809,40.645450592,1,N,-73.7406234741,40.6560096741,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
1,2016-06-01 08:00:37,2016-06-01 08:18:08,1,1.4,-73.994644165,40.7507095337,1,N,-73.9764556885,40.7451286316,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35
1,2016-06-01 08:00:37,2016-06-01 08:10:59,1,1.3,-73.9930343628,40.7629928589,1,N,-73.9734039307,40.7601623535,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
1,2016-06-01 08:00:37,2016-06-01 08:30:35,1,7.2,-73.9725799561,40.7595596313,1,N,-74.0109634399,40.7189025879,1,27.0,0.0,0.5,6.95,0.0,0.3,34.75
2,2016-06-01 08:00:37,2016-06-01 08:03:57,5,0.51,-73.976776123,40.7596817017,1,N,-73.9847946167,40.7608757019,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0
2,2016-06-01 08:00:37,2016-06-01 08:19:27,1,2.66,-73.9914016724,40.7500038147,1,N,-74.0048675537,40.7158813477,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
2,2016-06-01 08:00:37,2016-06-01 08:05:57,1,0.41,-73.9622497559,40.7641525269,1,N,-73.9654846191,40.7592506409,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
2,2016-06-01 08:00:37,2016-06-01 08:01:31,1,0.27,-73.9579772949,40.8111534119,1,N,-73.9601745605,40.8081436157,1,3.0,0.0,0.5,0.76,0.0,0.3,4.56
2,2016-06-01 08:00:37,2016-06-01 08:23:17,2,2.95,-73.9546737671,40.7742424011,1,N,-73.9869613647,40.7561149597,1,16.0,0.0,0.5,5.04,0.0,0.3,21.84
1,2016-06-01 08:00:38,2016-06-01 08:29:26,2,3.9,-73.9606781006,40.8027648926,1,N,-73.9797058105,40.7551078796,1,19.5,0.0,0.5,3.0,0.0,0.3,23.3
1,2016-06-01 08:00:38,2016-06-01 08:17:04,1,7.7,-73.9539642334,40.7707824707,1,N,-74.0152893066,40.7090301514,1,23.5,0.0,0.5,3.0,0.0,0.3,27.3
1,2016-06-01 08:00:38,2016-06-01 08:10:37,1,1.0,-73.9655685425,40.7716598511,1,N,-73.9558486938,40.7850532532,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
2,2016-06-01 08:00:38,2016-06-01 08:27:38,1,3.85,-73.9454193115,40.7785110474,1,N,-73.9851379395,40.7419395447,1,19.0,0.0,0.5,3.96,0.0,0.3,23.76
1,2016-06-01 08:00:39,2016-06-01 08:10:49,1,1.4,-74.0005187988,40.7425918579,1,N,-73.9864044189,40.7596893311,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
1,2016-06-01 08:00:39,2016-06-01 08:15:16,1,2.5,-73.981842041,40.7323799133,1,N,-73.9596481323,40.7630691528,1,12.0,0.0,0.5,3.8,0.0,0.3,16.6
2,2016-06-01 08:00:39,2016-06-01 08:10:28,1,1.99,-73.9976882935,40.7361984253,1,N,-73.9827957153,40.7587089539,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
1,2016-06-01 08:00:40,2016-06-01 08:06:14,1,0.3,-73.971031189,40.751991272,1,N,-73.9767456055,40.7542419434,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
2,2016-06-01 08:00:40,2016-06-01 08:39:30,1,8.73,-73.8709487915,40.773765564,1,N,-73.9744415283,40.7568283081,1,30.5,0.0,0.5,7.37,5.54,0.3,44.21
2,2016-06-01 08:00:40,2016-06-01 08:21:01,1,7.46,-73.9626693726,40.7630271912,1,N,-74.0116653442,40.715045929,1,24.5,0.0,0.5,2.5,0.0,0.3,27.8
2,2016-06-01 08:00:40,2016-06-01 08:16:19,1,4.89,-73.982131958,40.7430686951,1,N,-74.014503479,40.7047195435,1,17.5,0.0,0.5,2.0,0.0,0.3,20.3
2,2016-06-01 08:00:40,2016-06-01 08:15:19,1,2.57,-74.0050582886,40.7192153931,1,N,-74.0032653809,40.7490386963,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
2,2016-06-01 08:00:40,2016-06-01 08:20:38,2,2.98,-73.9790267944,40.7579231262,1,N,-73.9491348267,40.773223877,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36
